TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,
,,,,,,,PEAK 1,,,,,,,,,,PEAK 1 CONFIRMINGS,,
Mevalonic acid M6,XIC,C6H12O10,Metabolomics,,ESI,5000,,153.08638,M-H,-,1,9.2,60,,40,,,147.06628,0
5-Phospho Mevalonic Acid M0,XIC,C6H13O7P,Metabolomics,,ESI,5000,,227.03261,M-H,-,1,9.24,60,,40,,,,
N-acetyl-aspartic acid M0,XIC,C6H9NO5,Metabolomics,,ESI,5000,,174.0408,M-H,-,1,15.4,60,,40,,,,
N-acetyl-aspartic acid M1,XIC,C6H9NO6,Metabolomics,,ESI,5000,,174.0408,M-H,-,1,15.4,60,,40,,,,
N-acetyl-aspartic acid M2,XIC,C6H9NO7,Metabolomics,,ESI,5000,,174.0408,M-H,-,1,15.4,60,,40,,,,
N-acetyl-aspartic acid M3,XIC,C6H9NO8,Metabolomics,,ESI,5000,,174.0408,M-H,-,1,15.4,60,,40,,,,
N-acetyl-aspartic acid M4,XIC,C6H9NO9,Metabolomics,,ESI,5000,,174.0408,M-H,-,1,15.4,60,,40,,,,
N-acetyl-aspartic acid M5,XIC,C6H9NO10,Metabolomics,,ESI,5000,,174.0408,M-H,-,1,15.4,60,,40,,,,
N-acetyl-aspartic acid M6,XIC,C6H9NO11,Metabolomics,,ESI,5000,,174.0408,M-H,-,1,15.4,60,,40,,,,
N-acetyl-glutamic acid M0,XIC,C7H11NO5,Metabolomics,,ESI,5000,,188.05645,M-H,-,1,16.6,60,,40,,,,
N-acetyl-glutamic acid M1,XIC,C7H11NO6,Metabolomics,,ESI,5000,,189.0598,M-H,-,1,16.6,60,,40,,,188.05645,1.00335
N-acetyl-glutamic acid M2,XIC,C7H11NO7,Metabolomics,,ESI,5000,,190.06315,M-H,-,1,16.6,60,,40,,,188.05645,2.0067
N-acetyl-glutamic acid M3,XIC,C7H11NO8,Metabolomics,,ESI,5000,,191.0665,M-H,-,1,16.6,60,,40,,,188.05645,3.01005
N-acetyl-glutamic acid M4,XIC,C7H11NO9,Metabolomics,,ESI,5000,,192.06985,M-H,-,1,16.6,60,,40,,,188.05645,4.0134
N-acetyl-glutamic acid M5,XIC,C7H11NO10,Metabolomics,,ESI,5000,,193.0732,M-H,-,1,16.6,60,,40,,,188.05645,5.01675
N-acetyl-glutamic acid M6,XIC,C7H11NO11,Metabolomics,,ESI,5000,,194.07655,M-H,-,1,16.6,60,,40,,,188.05645,6.0201
N-acetyl-glutamic acid M7,XIC,C7H11NO12,Metabolomics,,ESI,5000,,195.0799,M-H,-,1,16.6,60,,40,,,188.05645,7.02345
N-acetyl-glutamine M0,XIC,C7H12N2O4,Metabolomics,,ESI,5000,,187.07243,M-H,-,1,10.42,60,,40,,,,
N-Acetyl-lysine M0,XIC,C8H16N2O3,Metabolomics,,ESI,5000,,189.12337,M+H,+,1,7.29,60,,40,,,,
N-Acetylneuraminic Acid M0,XIC,C11H19O9N,Metabolomics,,ESI,5000,,308.0987,M-H,-,1,16.2,60,,40,,,,
N-acetyl-ornithine M0,XIC,C7H14N2O3,Metabolomics,,ESI,5000,,175.10772,M+H,+,1,8.6,60,,40,,,,
N-Carbamoyl-L-aspartate M0,XIC,C5H8N2O5,Metabolomics,,ESI,5000,,175.03604,M-H,-,1,17,60,,40,,,,
N-Carbamoyl-L-aspartate M1,XIC,C5H8N2O6,Metabolomics,,ESI,5000,,176.03939,M-H,-,1,17,60,,40,,,175.03604,0
N-Carbamoyl-L-aspartate M2,XIC,C5H8N2O7,Metabolomics,,ESI,5000,,177.04274,M-H,-,1,17,60,,40,,,175.03604,0
N-Carbamoyl-L-aspartate M3,XIC,C5H8N2O8,Metabolomics,,ESI,5000,,178.04609,M-H,-,1,17,60,,40,,,175.03604,0
N-Carbamoyl-L-aspartate M4,XIC,C5H8N2O9,Metabolomics,,ESI,5000,,179.04944,M-H,-,1,17,60,,40,,,175.03604,0
N-Carbamoyl-L-aspartate M5,XIC,C5H8N2O10,Metabolomics,,ESI,5000,,180.05279,M-H,-,1,17,60,,40,,,175.03604,0
NAD+,XIC,C21H27N7O14P2,Metabolomics,,ESI,5000,,664.1164,M+H,+,1,13.3,60,,40,,,662.10184,0
NADH,XIC,C21H29N7O14P2,Metabolomics,,ESI,5000,,666.13205,M+H,+,1,17.5,60,,40,,,664.11749,0
NADP+,XIC,C21H28N7O17P3,Metabolomics,,ESI,5000,,742.06818,M-H,-,1,19,60,,40,,,,
NADPH,XIC,C21H30N7O17P3,Metabolomics,,ESI,5000,,744.08383,M-H,-,1,21.1,60,,40,,,,
Nicotinamide M0,XIC,C6H6N2O,Metabolomics,,ESI,5000,,123.05529,M+H,+,1,3.1,60,,40,,,,
Nicotinamide Mononucleotide M0,XIC,C11H15N2O8P,Metabolomics,,ESI,5000,,335.06388,M+H,+,1,12.59,60,,40,,,,
Nicotinamide Riboside M0,XIC,C11H14N2O5,Metabolomics,,ESI,5000,,255.09755,M+H,+,1,6.37,60,,40,,,,
N-Methylnicotinamide M0,XIC,C7H8N2O,Metabolomics,,ESI,5000,,137.07094,M+H,+,1,7.12,60,,40,,,,
Nicotine M0,XIC,C10H14N2,Metabolomics,,ESI,5000,,163.12265,M+H,+,1,2.06,60,,40,,,,
Nicotinic acid M0,XIC,C6H5NO2,Metabolomics,,ESI,5000,,124.0393,M+H,+,1,6.33,60,,40,,,,
Nicotinic Acid Mononucleotide M0,XIC,C11H14NO9P,Metabolomics,,ESI,5000,,336.04789,M+H,+,1,14.85,60,,40,,,,
Norvaline M0,XIC, C5H11NO2,Metabolomics,,ESI,5000,,116.0717,M-H,-,1,7,60,,40,,,,
O-Acetylserine M0,XIC,C5H9NO4,Metabolomics,,ESI,5000,,146.04588,M-H,-,1,13.9,60,,40,,,,
Octyl-a-Ketoglutarate M0,XIC,C13H22O5,Metabolomics,,ESI,5000,,257.13945,M-H,-,1,5,60,,40,,,,
Octyl-2-HG M0,XIC,C13H24O5,Metabolomics,,ESI,5000,,259.1551,M-H,-,1,5,60,,40,,,,
Ornithine M0,XIC,C5H12N2O2,Metabolomics,,ESI,5000,,133.09715,M+H,+,1,10.8,60,,40,,,,
Ornithine N1,XIC,C5H12N2O2,Metabolomics,,ESI,5000,,134.09418,M+H,+,1,10.8,60,,40,,,,
Ornithine N2,XIC,C5H12N2O2,Metabolomics,,ESI,5000,,135.09121,M+H,+,1,10.8,60,,40,,,,
Ornithine M1,XIC,C5H12N2O2,Metabolomics,,ESI,5000,,134.1005,M+H,+,1,10.8,60,,40,,,133.09715,0
Ornithine M2,XIC,C5H12N2O2,Metabolomics,,ESI,5000,,135.10385,M+H,+,1,10.8,60,,40,,,133.09715,0
Ornithine M3,XIC,C5H12N2O2,Metabolomics,,ESI,5000,,136.1072,M+H,+,1,10.8,60,,40,,,133.09715,0
Ornithine M4,XIC,C5H12N2O2,Metabolomics,,ESI,5000,,137.11055,M+H,+,1,10.8,60,,40,,,133.09715,0
Ornithine M5,XIC,C5H12N2O2,Metabolomics,,ESI,5000,,138.1139,M+H,+,1,10.8,60,,40,,,133.09715,0
Orotate M0,XIC,C5H4N2O4,Metabolomics,,ESI,5000,,155.00983,M-H,-,1,12.8,60,,40,,,,
Orotate M1,XIC,C5H4N2O4,Metabolomics,,ESI,5000,,156.01318,M-H,-,1,12.8,60,,40,,,155.00983,0
Orotate M2,XIC,C5H4N2O4,Metabolomics,,ESI,5000,,157.01653,M-H,-,1,12.8,60,,40,,,155.00983,0
Orotate M3,XIC,C5H4N2O4,Metabolomics,,ESI,5000,,158.01988,M-H,-,1,12.8,60,,40,,,155.00983,0
Orotate M4,XIC,C5H4N2O4,Metabolomics,,ESI,5000,,159.02323,M-H,-,1,12.8,60,,40,,,155.00983,0
Orotate M5,XIC,C5H4N2O4,Metabolomics,,ESI,5000,,160.02658,M-H,-,1,12.8,60,,40,,,155.00983,0
Orotidine M0,XIC,C10H12N2O8,Metabolomics,,ESI,5000,,287.05209,M-H,-,1,14.1,60,,40,,,,
Orotidine M1,XIC,C10H12N2O8,Metabolomics,,ESI,5000,,288.05544,M-H,-,1,14.1,60,,40,,,287.05209,0
Orotidine M2,XIC,C10H12N2O8,Metabolomics,,ESI,5000,,289.05879,M-H,-,1,14.1,60,,40,,,287.05209,0
Orotidine M3,XIC,C10H12N2O8,Metabolomics,,ESI,5000,,290.06214,M-H,-,1,14.1,60,,40,,,287.05209,0
Orotidine M4,XIC,C10H12N2O8,Metabolomics,,ESI,5000,,291.06549,M-H,-,1,14.1,60,,40,,,287.05209,0
Orotidine M5,XIC,C10H12N2O8,Metabolomics,,ESI,5000,,292.06884,M-H,-,1,14.1,60,,40,,,287.05209,0
Orotidine M6,XIC,C10H12N2O8,Metabolomics,,ESI,5000,,293.07219,M-H,-,1,14.1,60,,40,,,287.05209,0
Orotidine M7,XIC,C10H12N2O8,Metabolomics,,ESI,5000,,294.07554,M-H,-,1,14.1,60,,40,,,287.05209,0
Orotidine M8,XIC,C10H12N2O8,Metabolomics,,ESI,5000,,295.07889,M-H,-,1,14.1,60,,40,,,287.05209,0
Orotidine M9,XIC,C10H12N2O8,Metabolomics,,ESI,5000,,296.08224,M-H,-,1,14.1,60,,40,,,287.05209,0
Orotidine M10,XIC,C10H12N2O8,Metabolomics,,ESI,5000,,297.08559,M-H,-,1,14.1,60,,40,,,287.05209,0
Orotidine 5P M0,XIC,C10H13N2O11P,Metabolomics,,ESI,5000,,367.01842,M-H,-,1,16.8,60,,40,,,,
Orotidine 5P M1,XIC,C10H13N2O11P,Metabolomics,,ESI,5000,,368.02177,M-H,-,1,16.8,60,,40,,,367.01842,0
Orotidine 5P M2,XIC,C10H13N2O11P,Metabolomics,,ESI,5000,,369.02512,M-H,-,1,16.8,60,,40,,,367.01842,0
Orotidine 5P M3,XIC,C10H13N2O11P,Metabolomics,,ESI,5000,,370.02847,M-H,-,1,16.8,60,,40,,,367.01842,0
Orotidine 5P M4,XIC,C10H13N2O11P,Metabolomics,,ESI,5000,,371.03182,M-H,-,1,16.8,60,,40,,,367.01842,0
Orotidine 5P M5,XIC,C10H13N2O11P,Metabolomics,,ESI,5000,,372.03517,M-H,-,1,16.8,60,,40,,,367.01842,0
Orotidine 5P M6,XIC,C10H13N2O11P,Metabolomics,,ESI,5000,,373.03852,M-H,-,1,16.8,60,,40,,,367.01842,0
Orotidine 5P M7,XIC,C10H13N2O11P,Metabolomics,,ESI,5000,,374.04187,M-H,-,1,16.8,60,,40,,,367.01842,0
Orotidine 5P M8,XIC,C10H13N2O11P,Metabolomics,,ESI,5000,,375.04522,M-H,-,1,16.8,60,,40,,,367.01842,0
Orotidine 5P M9,XIC,C10H13N2O11P,Metabolomics,,ESI,5000,,376.04857,M-H,-,1,16.8,60,,40,,,367.01842,0
Orotidine 5P M10,XIC,C10H13N2O11P,Metabolomics,,ESI,5000,,377.05192,M-H,-,1,16.8,60,,40,,,367.01842,0
Oxaloacetic acid M0,XIC,C4H4O5,Metabolomics,,ESI,5000,,130.9986,M-H,-,1,19.1,60,,40,,,,
Oxaloacetic acid M1,XIC,C4H4O5,Metabolomics,,ESI,5000,,132.00195,M-H,-,1,19.1,60,,40,,,130.9986,0
Oxaloacetic acid M2,XIC,C4H4O5,Metabolomics,,ESI,5000,,133.0053,M-H,-,1,19.1,60,,40,,,130.9986,0
Oxaloacetic acid M3,XIC,C4H4O5,Metabolomics,,ESI,5000,,134.00865,M-H,-,1,19.1,60,,40,,,130.9986,0
Oxaloacetic acid M4,XIC,C4H4O5,Metabolomics,,ESI,5000,,135.012,M-H,-,1,19.1,60,,40,,,130.9986,0
Palmitate M0,XIC,C16H32O2,Metabolomics,,ESI,5000,,255.23295,M-H,-,1,4.38,60,,40,,,,
Palmitate M1,XIC,C16H32O2,Metabolomics,,ESI,5000,,256.2363,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M10,XIC,C16H32O2,Metabolomics,,ESI,5000,,265.26645,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M11,XIC,C16H32O2,Metabolomics,,ESI,5000,,266.2698,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M12,XIC,C16H32O2,Metabolomics,,ESI,5000,,267.27315,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M13,XIC,C16H32O2,Metabolomics,,ESI,5000,,268.2765,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M14,XIC,C16H32O2,Metabolomics,,ESI,5000,,269.27985,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M15,XIC,C16H32O2,Metabolomics,,ESI,5000,,270.2832,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M16,XIC,C16H32O2,Metabolomics,,ESI,5000,,271.28655,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M2,XIC,C16H32O2,Metabolomics,,ESI,5000,,257.23965,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M3,XIC,C16H32O2,Metabolomics,,ESI,5000,,258.243,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M4,XIC,C16H32O2,Metabolomics,,ESI,5000,,259.24635,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M5,XIC,C16H32O2,Metabolomics,,ESI,5000,,260.2497,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M6,XIC,C16H32O2,Metabolomics,,ESI,5000,,261.25305,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M7,XIC,C16H32O2,Metabolomics,,ESI,5000,,262.2564,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M8,XIC,C16H32O2,Metabolomics,,ESI,5000,,263.25975,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitate M9,XIC,C16H32O2,Metabolomics,,ESI,5000,,264.2631,M-H,-,1,4.38,60,,40,,,255.23295,0
Palmitoleic Acid M0,XIC,C16H30O2,Metabolomics,,ESI,5001,,253.2173,M-H,-,1,4.4,60,,40,,,,
Palmitoylcarnitine M0,XIC,C23H45O4N,Metabolomics,,ESI,5000,,400.34214,M+H,+,1,2.28,60,,40,,,,
Pantothenic acid (Vitamin B5) M0,XIC,C9H17NO5,Metabolomics,,ESI,5000,,218.1034,M-H,-,1,10.2,60,,40,,,,
Phenol Red M0,XIC,C19H14O5S,Metabolomics,,ESI,5000,,355.0689,M+H,+,1,1.45,60,,40,,,371.1003,0
Phenylalanine M0,XIC,C9H11NO2,Metabolomics,,ESI,5000,,166.08625,M+H,+,1,5.4,60,,40,,,,
Phenylalanine N1,XIC,C9H11NO3,Metabolomics,,ESI,5000,,167.08328,M+H,+,1,5.4,60,,40,,,,
Phenyllactic acid M0,XIC,C9H10O3,Metabolomics,,ESI,5000,,165.05572,M-H,-,1,8.8,60,,40,,,,
4-Hydroxyphenyllactate M0,XIC,C9H10O4,Metabolomics,,ESI,5000,,181.05063,M-H,-,1,9.7,60,,40,,,,
Phenylpyruvic acid M0,XIC,C9H8O3,Metabolomics,,ESI,5000,,163.04007,M-H,-,1,6.56,60,,40,,,,
Phosphate,XIC,H3PO4,Metabolomics,,ESI,5000,,96.96962,M-H,-,1,15.07,60,,40,,,,
Phosphocholine M0,XIC,C5H14NO4P,Metabolomics,,ESI,5000,,184.07332,M+H,+,1,14.5,60,,40,,,,
Phosphocholine N1,XIC,C5H14NO4P,Metabolomics,,ESI,5000,,185.07035,M+H,+,1,14.5,60,,40,,,,
Phosphocholine M1,XIC,C5H14NO4P,Metabolomics,,ESI,5000,,185.07667,M+H,+,1,14.5,60,,40,,,184.07332,0
Phosphocholine M2,XIC,C5H14NO4P,Metabolomics,,ESI,5000,,186.08002,M+H,+,1,14.5,60,,40,,,184.07332,0
Phosphocholine M3,XIC,C5H14NO4P,Metabolomics,,ESI,5000,,187.08337,M+H,+,1,14.5,60,,40,,,184.07332,0
Phosphocholine M4,XIC,C5H14NO4P,Metabolomics,,ESI,5000,,188.08672,M+H,+,1,14.5,60,,40,,,184.07332,0
Phosphocholine M5,XIC,C5H14NO4P,Metabolomics,,ESI,5000,,189.09007,M+H,+,1,14.5,60,,40,,,184.07332,0
Phosphocreatine M0,XIC,C4H10N3O5P,Metabolomics,,ESI,5000,,212.04308,M+H,+,1,14,220,,40,,,,
Phosphocreatine M1,XIC,C4H10N3O5P,Metabolomics,,ESI,5000,,213.04643,M+H,+,1,14,220,,40,,,212.04308,0
Phosphocreatine M2,XIC,C4H10N3O5P,Metabolomics,,ESI,5000,,214.04978,M+H,+,1,14,220,,40,,,212.04308,0
Phosphocreatine M3,XIC,C4H10N3O5P,Metabolomics,,ESI,5000,,215.05313,M+H,+,1,14,220,,40,,,212.04308,0
Phosphocreatine M4,XIC,C4H10N3O5P,Metabolomics,,ESI,5000,,216.05648,M+H,+,1,14,220,,40,,,212.04308,0
Phosphoenolpyruvate M0,XIC,C3H5O6P,Metabolomics,,ESI,5000,,166.9751,M-H,-,1,20,60,,40,,,,
Phosphoenolpyruvate M1,XIC,C3H5O6P,Metabolomics,,ESI,5000,,167.97845,M-H,-,1,20,60,,40,,,166.9751,0
Phosphoenolpyruvate M2,XIC,C3H5O6P,Metabolomics,,ESI,5000,,168.9818,M-H,-,1,20,60,,40,,,166.9751,0
Phosphoenolpyruvate M3,XIC,C3H5O6P,Metabolomics,,ESI,5000,,169.98515,M-H,-,1,20,60,,40,,,166.9751,0
Phosphoethanolamine M0,XIC,C2H8NO4P,Metabolomics,,ESI,5000,,140.01182,M-H,-,1,13,60,,40,,,,
Phosphoethanolamine M1,XIC,C2H8NO4P,Metabolomics,,ESI,5000,,141.01517,M-H,-,1,13,60,,40,,,140.01182,0
Phosphoethanolamine M2,XIC,C2H8NO4P,Metabolomics,,ESI,5000,,142.01852,M-H,-,1,13,60,,40,,,140.01182,0
Phosphohydroxypyruvate M0,XIC,C3H5O7P,Metabolomics,,ESI,5000,,182.97001,M-H,-,1,7.94,60,,40,,,,
Phosphohydroxypyruvate M1,XIC,C3H5O7P,Metabolomics,,ESI,5000,,183.97336,M-H,-,1,7.94,60,,40,,,182.97001,0
Phosphohydroxypyruvate M2,XIC,C3H5O7P,Metabolomics,,ESI,5000,,184.97671,M-H,-,1,7.94,60,,40,,,182.97001,0
Phosphohydroxypyruvate M3,XIC,C3H5O7P,Metabolomics,,ESI,5000,,185.98006,M-H,-,1,7.94,60,,40,,,182.97001,0
Phosphoserine M0,XIC,C3H8NO6P,Metabolomics,,ESI,5000,,184.00165,M-H,-,1,13.5,60,,40,,,,
Phosphoserine N1,XIC,C3H8NO6P,Metabolomics,,ESI,5000,,184.99868,M-H,-,1,13.5,60,,40,,,,
Phosphoserine M1,XIC,C3H8NO6P,Metabolomics,,ESI,5000,,185.005,M-H,-,1,13.5,60,,40,,,184.00165,0
Phosphoserine M2,XIC,C3H8NO6P,Metabolomics,,ESI,5000,,186.00835,M-H,-,1,13.5,60,,40,,,184.00165,0
Phosphoserine M3,XIC,C3H8NO6P,Metabolomics,,ESI,5000,,187.0117,M-H,-,1,13.5,60,,40,,,184.00165,0
Picolinic acid M0,XIC,C6H5NO2,Metabolomics,,ESI,5000,,124.0393,M+H,+,1,14.87,60,,40,,,,
Pimelic Acid M0,XIC,C7H12O4,Metabolomics,,ESI,5000,,159.06628,M-H,-,1,5.47,60,,40,,,,
Pipecolate M0,XIC,C6H11NO2,Metabolomics,,ESI,5000,,130.08625,M+H,+,1,10.9,60,,40,,,,
Proline M0,XIC,C5H9NO2,Metabolomics,,ESI,5000,,116.0706,M+H,+,1,7.5,60,,40,,,,
Proline N1,XIC,C5H9NO3,Metabolomics,,ESI,5000,,117.06763,M+H,+,1,7.5,60,,40,,,,
Proline M1,XIC,C5H9NO2,Metabolomics,,ESI,5000,,117.07395,M+H,+,1,7.5,60,,40,,,116.0706,0
Proline M2,XIC,C5H9NO2,Metabolomics,,ESI,5000,,118.0773,M+H,+,1,7.5,60,,40,,,116.0706,0
Proline M3,XIC,C5H9NO2,Metabolomics,,ESI,5000,,119.08065,M+H,+,1,7.5,60,,40,,,116.0706,0
Proline M4,XIC,C5H9NO2,Metabolomics,,ESI,5000,,60.084,M+H,+,1,7.5,60,,40,,,116.0706,0
Proline M5,XIC,C5H9NO2,Metabolomics,,ESI,5000,,121.08735,M+H,+,1,7.5,60,,40,,,116.0706,0
PRPP M0,XIC,C5H13O14P3,Metabolomics,,ESI,5000,,388.94454,M-H,-,1,19.7,60,,40,,,,
PRPP M1,XIC,C5H13O14P3,Metabolomics,,ESI,5000,,389.94789,M-H,-,1,19.7,60,,40,,,388.94454,0
PRPP M2,XIC,C5H13O14P3,Metabolomics,,ESI,5000,,390.95124,M-H,-,1,19.7,60,,40,,,388.94454,0
PRPP M3,XIC,C5H13O14P3,Metabolomics,,ESI,5000,,391.95459,M-H,-,1,19.7,60,,40,,,388.94454,0
PRPP M4,XIC,C5H13O14P3,Metabolomics,,ESI,5000,,392.95794,M-H,-,1,19.7,60,,40,,,388.94454,0
PRPP M5,XIC,C5H13O14P3,Metabolomics,,ESI,5000,,393.96129,M-H,-,1,19.7,60,,40,,,388.94454,0
Pseudo-UTP M0,XIC,C9H15N2O15P3,Metabolomics,,ESI,5000,,482.96125,M-H,-,1,22.9,60,,40,,,482.96125,0
Pyridoxal,XIC,C8H9NO3,Metabolomics,,ESI,5000,,185.09207,M+NH4,+,1,0,60,,40,,,,
Pyridoxine,XIC,C8H11NO3,Metabolomics,,ESI,5000,,168.0657,M-H,-,1,6.88,60,,40,,,,
Pyrogallol,XIC,C6H6O4,Metabolomics,,ESI,5000,,141.01933,M-H,-,1,5.3,60,,40,,,,
Pyrophosphate,XIC,H4O7P2,Metabolomics,,ESI,5000,,176.93595,M-H,-,1,15.65,60,,40,,,,
Pyruvate M0,XIC,C3H4O3,Metabolomics,,ESI,5000,,87.00877,M-H,-,1,6.3,60,,40,,,,
Pyruvate M1,XIC,C3H4O3,Metabolomics,,ESI,5000,,88.01212,M-H,-,1,6.3,60,,40,,,87.00877,0
Pyruvate M2,XIC,C3H4O3,Metabolomics,,ESI,5000,,89.01547,M-H,-,1,6.3,60,,40,,,87.00877,0
Pyruvate M3,XIC,C3H4O3,Metabolomics,,ESI,5000,,90.01882,M-H,-,1,6.3,60,,40,,,87.00877,0
Riboflavin M0,XIC,C17H20N4O6,Metabolomics,,ESI,5000,,375.13101,M-H,-,1,0,60,,40,,,,
Ribose M0,XIC,C5H10O5,Metabolomics,,ESI,5000,,149.04555,M-H,-,1,4.3,60,,40,,,89.02442,0
Ribose M1,XIC,C5H10O5,Metabolomics,,ESI,5000,,150.0489,M-H,-,1,4.3,60,,40,,,149.04555,0
Ribose M2,XIC,C5H10O5,Metabolomics,,ESI,5000,,151.05225,M-H,-,1,4.3,60,,40,,,149.04555,0
Ribose M3,XIC,C5H10O5,Metabolomics,,ESI,5000,,152.0556,M-H,-,1,4.3,60,,40,,,149.04555,0
Ribose M4,XIC,C5H10O5,Metabolomics,,ESI,5000,,153.05895,M-H,-,1,4.3,60,,40,,,149.04555,0
Ribose M5,XIC,C5H10O5,Metabolomics,,ESI,5000,,154.0623,M-H,-,1,4.3,60,,40,,,149.04555,0
Ribose-5-phosphate M0,XIC,C5H11O8P,Metabolomics,,ESI,5000,,229.01188,M-H,-,1,14.5,60,,40,,,,
Ribose-5-phosphate M1,XIC,C5H11O8P,Metabolomics,,ESI,5000,,230.01523,M-H,-,1,14.5,60,,40,,,229.01188,0
Ribose-5-phosphate M2,XIC,C5H11O8P,Metabolomics,,ESI,5000,,231.01858,M-H,-,1,14.5,60,,40,,,229.01188,0
Ribose-5-phosphate M3,XIC,C5H11O8P,Metabolomics,,ESI,5000,,232.02193,M-H,-,1,14.5,60,,40,,,229.01188,0
Ribose-5-phosphate M4,XIC,C5H11O8P,Metabolomics,,ESI,5000,,233.02528,M-H,-,1,14.5,60,,40,,,229.01188,0
Ribose-5-phosphate M5,XIC,C5H11O8P,Metabolomics,,ESI,5000,,234.02863,M-H,-,1,14.5,60,,40,,,229.01188,0
Ribosylamine 5P M0,XIC,C5H12NO7P,Metabolomics,,ESI,5000,,228.0278,M-H,-,1,17.2,60,,40,,,,
Ribosylamine 5P M1,XIC,C5H12NO7P,Metabolomics,,ESI,5000,,229.03121,M-H,-,1,17.2,60,,40,,,228.02786,0
Ribosylamine 5P M2,XIC,C5H12NO7P,Metabolomics,,ESI,5000,,230.03456,M-H,-,1,17.2,60,,40,,,228.02786,0
Ribosylamine 5P M3,XIC,C5H12NO7P,Metabolomics,,ESI,5000,,231.03791,M-H,-,1,17.2,60,,40,,,228.02786,0
Ribosylamine 5P M4,XIC,C5H12NO7P,Metabolomics,,ESI,5000,,232.04126,M-H,-,1,17.2,60,,40,,,228.02786,0
Ribosylamine 5P M5,XIC,C5H12NO7P,Metabolomics,,ESI,5000,,233.04461,M-H,-,1,17.2,60,,40,,,228.02786,0
Ribulose-5-phosphate M0,XIC,C5H11O8P,Metabolomics,,ESI,5000,,229.01188,M-H,-,1,16.2,60,,40,,,,
Ribulose-5-phosphate M1,XIC,C5H11O8P,Metabolomics,,ESI,5000,,230.01523,M-H,-,1,16.2,60,,40,,,229.01188,0
Ribulose-5-phosphate M2,XIC,C5H11O8P,Metabolomics,,ESI,5000,,231.01858,M-H,-,1,16.2,60,,40,,,229.01188,0
Ribulose-5-phosphate M3,XIC,C5H11O8P,Metabolomics,,ESI,5000,,232.02193,M-H,-,1,16.2,60,,40,,,229.01188,0
Ribulose-5-phosphate M4,XIC,C5H11O8P,Metabolomics,,ESI,5000,,233.02528,M-H,-,1,16.2,60,,40,,,229.01188,0
Ribulose-5-phosphate M5,XIC,C5H11O8P,Metabolomics,,ESI,5000,,234.02863,M-H,-,1,16.2,60,,40,,,229.01188,0
S-Adenosyl-L-methionine M0,XIC,C15H22N6O5S,Metabolomics,,ESI,5000,,399.14451,M+H,+,1,8.8,60,,40,,,,
S-Adenosyl-L-methionine M1,XIC,C15H22N6O5S,Metabolomics,,ESI,5000,,400.14786,M+H,+,1,8.8,60,,40,,,399.14451,0
S-Adenosyl-L-methionine M2,XIC,C15H22N6O5S,Metabolomics,,ESI,5000,,401.15121,M+H,+,1,8.8,60,,40,,,399.14451,0
S-Adenosyl-L-methionine M3,XIC,C15H22N6O5S,Metabolomics,,ESI,5000,,402.15456,M+H,+,1,8.8,60,,40,,,399.14451,0
S-Adenosyl-L-methionine M4,XIC,C15H22N6O5S,Metabolomics,,ESI,5000,,403.15791,M+H,+,1,8.8,60,,40,,,399.14451,0
S-Adenosyl-L-methionine M5,XIC,C15H22N6O5S,Metabolomics,,ESI,5000,,404.16126,M+H,+,1,8.8,60,,40,,,399.14451,0
Sarcosine M0,XIC,C3H7NO2,Metabolomics,,ESI,5000,,90.05495,M+H,+,1,8.5,60,,40,,,,
Sarcosine M1,XIC,C3H7NO2,Metabolomics,,ESI,5000,,91.0583,M+H,+,1,8.5,60,,40,,,90.05495,0
Sarcosine M2,XIC,C3H7NO2,Metabolomics,,ESI,5000,,92.06165,M+H,+,1,8.5,60,,40,,,90.05495,0
Sarcosine M3,XIC,C3H7NO2,Metabolomics,,ESI,5000,,93.065,M+H,+,1,8.5,60,,40,,,90.05495,0
Sedoheptulose-7-phosphate M0,XIC,C7H15O10P,Metabolomics,,ESI,5000,,289.03301,M-H,-,1,16.9,60,,40,,,,
Sedoheptulose-7-phosphate M1,XIC,C7H15O10P,Metabolomics,,ESI,5000,,290.03636,M-H,-,1,16.9,60,,40,,,289.03301,0
Sedoheptulose-7-phosphate M2,XIC,C7H15O10P,Metabolomics,,ESI,5000,,291.03971,M-H,-,1,16.9,60,,40,,,289.03301,0
Sedoheptulose-7-phosphate M3,XIC,C7H15O10P,Metabolomics,,ESI,5000,,292.04306,M-H,-,1,16.9,60,,40,,,289.03301,0
